indicator.id;indicator.long_name;indicator.description;indicator.code;indicator.unit_id
244;Фонд заработной платы всех работников организаций, в том числе по ОКВЭД Раздел F Строительство;;C247;7
246;Фонд заработной платы всех работников организаций, в том числе по ОКВЭД Раздел Н Транспортировка и хранение;;C249;7
359;Финансовый результат убыточных организаций, Раздел А Сельское, лесное хозяйство, охота, рыболовство и рыбоводство;;C362;7
360;Финансовый результат убыточных организаций, Раздел В Добыча,лезных ископаемых;;C363;7
361;Финансовый результат убыточных организаций, Раздел C Обрабатывающие производства;;C364;7
362;Финансовый результат убыточных организаций, Раздел D Обеспечение электрической энергией, газом и паром/ кондиционирование воздуха;;C365;7
352;Кредиторская задолженнось, Раздел N Деятельность административная и сопутствующие дополнительные услуги;;C355;7
878;Доля твердых коммунальных отходов, направленных на утилизацию;;C969;3
221;Среднесписочная численность работников организаций, в том числе по ОКВЭД: Раздел C Обрабатывающие производства;;C224;13
917;в том числе: чистая прибыль (Резервный капитал);;C532;7
245;Фонд заработной платы всех работников организаций, в том числе по ОКВЭД Раздел G Торговля оптовая и розничная/ ремонт автотранспортных средств;;C248;7
972;Объем инвестиций по проекту;Используется в паспорте инвестпроекта и модели влияния;C840;7
977;Инвестиционный потенциал по повышению эффективности использования материальных ресурсов;;C981;7
965;Экспорт (из региона);Расчетная величина из комплексной балансовой модели ВА;C896;7
950;Количество малых и микропредприятий на душу населения;;C1034;49
248;Фонд заработной платы всех работников организаций, в том числе по ОКВЭД Раздел J Деятельность в области информации и связи;;C251;7
249;Фонд заработной платы всех работников организаций, в том числе по ОКВЭД Раздел K Деятельность финансовая и страховая;;C252;7
919;доходы, относящиеся непосредственно на увеличение капитала (Резервный капитал);;C544;7
920;дополнительный выпуск акций (Резервный капитал);;C550;7
921;увеличение номинальной стоимости акции (Резервный капитал);;C556;7
922;реорганизация юридического лица (Резервный капитал);;C562;7
923;Уменьшение капитала - всего: (Резервный капитал);;C568;7
106;Общее количество загрязняющих веществ;;C108;16
191;Среднемесячная зар.плата работников муниципальных ДОО;;C194;20
190;Среднемесячная зар.плата работников крупных и средних предприятий;;C193;20
203;Общий объем всех продов. товаров, реализованных в границах городского округа;;C206;7
1032;Обеспеченность спортивными площадками;;C1017;3
889;Вклад проекта в доходы населения;;C996;7
895;Собственные оборотные средства;;C1006;20
195;Общая площадь жилых помещений, введенная в действие за год, приходящаяся в среднем на одного жителя;;C198;24
993;Ежегодный рост количества субъектов МСП в городе;Показатель ОЭСР;C1075;2
250;Фонд заработной платы всех работников организаций, в том числе по ОКВЭД Раздел L Деятельность по операциям с недвижимым имуществом;;C253;7
1040;Инвестиционный потенциал (совокупный);;C793;7
188;Площадь земел. участков по которым не было получено разрешение на ввод в эксплуатацию;;C191;14
937;Изменение резервного капитала (Итого);;C624;7
884;Доля малого и среднего предпринимательства в ВВП, %;;C989;3
189;Объем инвестиций в основной капитал (за исключением бюджетных средств) в расчете на 1 человека;;C192;40
358;Финансовый результат убыточных организаций, всего;;C361;7
27;Численность населения 50—54 лет;;C028;13
28;Численность населения 55—59 лет;;C029;13
29;Численность населения 60—64 лет;;C030;13
906;Доля занятых в отрасли;;C945;3
364;Финансовый результат убыточных организаций, Раздел F Строительство;;C367;7
527;переоценка имущества (Уставный капитал);;C535;7
985;Обеспеченность бассейнами (РНГП);;C1067;33
857;Потребление домохозяйствами;;C946;7
907;Объём фактического муниципального долга на 01.01.2020;;C958;7
587;дивиденды (Уставный капитал);;C607;7
590;дивиденды (Нераспределенная прибыль (непокрытый убыток));;C611;7
591;дивиденды (Итого);;C612;7
514;Величина капитала на 31 декабря предыдущего года (Добавочный капитал);;C519;7
515;Величина капитала на 31 декабря предыдущего года (Нераспределенная прибыль (непокрытый убыток));;C521;7
526;в том числе: чистая прибыль (Итого);;C534;7
1041;Рентабельность производства;;C795;39
925;переоценка имущества (Резервный капитал);;C580;7
926;расходы, относящиеся непосредственно на уменьшение капитала (Резервный капитал);;C586;7
550;реорганизация юридического лица (Нераспределенная прибыль (непокрытый убыток));;C563;7
720;Обеспеченность спортивными объектами;;C753;3
566;переоценка имущества (Итого);;C582;7
538;дополнительный выпуск акций (Собственные акции, выкупленные у акционеров);;C548;7
541;дополнительный выпуск акций (Итого);;C552;7
349;Кредиторская задолженнось, Раздел K Деятельность финансовая и страховая;;C352;7
983;Обеспеченность спортивными залами (РНГП);;C1065;33
22;Численность населения 25—29 лет;;C023;13
23;Численность населения 30—34 лет;;C024;13
24;Численность населения 35—39 лет;;C025;13
25;Численность населения 40—44 лет;;C026;13
26;Численность населения 45—49 лет;;C027;13
667;Ежегодный темп роста реального ВВП на одного работника, измеряемый в % (индикатор включен в базу данных OECD.Stat7 в разделе «Производительност�;;C696;3
225;Среднесписочная численность работников организаций, в том числе по ОКВЭД: Раздел G Торговля оптовая и розничная/ ремонт автотранспортных с;;C228;13
938;Величина капитала на 31 декабря отчетного года (Резервный капитал);;C628;7
21;Численность населения 20—24 лет;;C022;13
728;Импорт;;C762;7
758;Удельный объем производства продукции на душу населения, руб./чел.;;C800;40
759;Удельная располагаемая мощность ОСЭН на душу населения;;C801;37
760;Эффективность капитальных вложений (в темпы роста ВГП);;C802;39
368;Финансовый результат убыточных организаций, Раздел J Деятельность в области информации и связи;;C371;7
369;Финансовый результат убыточных организаций, Раздел K Деятельность финансовая и страховая;;C372;7
239;Фонд заработной платы всех работников организаций, в том числе по ОКВЭД Раздел А Сельское, лесное хозяйство, охота, рыболовство и рыбоводст;;C242;7
851;Коэффициент прибытия;;C932;8
808;Объем налоговых отчислений в муниципальный бюджет;;C863;7
867;Прямые налоги;;C956;7
966;Импорт (в регион);Расчетная величина из комплексной балансовой модели ВА;C897;7
151;Продукция сельского хозяйства (в фактически действовавших ценах);;C154;20
291;Прибыль (убыток) до налогообложения отчётного года, Раздел M Деятельность профессиональная, научная и техническая;;C294;7
279;Прибыль (убыток) до налогообложения отчётного года, Раздел А Сельское, лесное хозяйство, охота, рыболовство и рыбоводство;;C282;7
284;Прибыль (убыток) до налогообложения отчётного года, Раздел F Строительство;;C287;7
924;в том числе: убыток (Резервный капитал);;C574;7
981;Общая площадь застроенных земель;;C1053;45
266;Среднемесячная заработная плата работников организаций, в том числе по ОКВЭД Раздел Н Транспортировка и хранение;;C269;20
380;Финансовый результат прибыльных организаций, Раздел В Добыча,лезных ископаемых;;C383;7
267;Среднемесячная заработная плата работников организаций, в том числе по ОКВЭД Раздел I Деятельность гостиниц и предприятий общественного п;;C270;20
268;Среднемесячная заработная плата работников организаций, в том числе по ОКВЭД Раздел J Деятельность в области информации и связи;;C271;20
269;Среднемесячная заработная плата работников организаций, в том числе по ОКВЭД Раздел K Деятельность финансовая и страховая;;C272;20
270;Среднемесячная заработная плата работников организаций, в том числе по ОКВЭД Раздел L Деятельность по операциям с недвижимым имуществом;;C273;20
271;Среднемесячная заработная плата работников организаций, в том числе по ОКВЭД Раздел M Деятельность профессиональная, научная и техническа;;C274;20
272;Среднемесячная заработная плата работников организаций, в том числе по ОКВЭД Раздел N Деятельность административная и сопутствующие допо�;;C275;20
273;Среднемесячная заработная плата работников организаций, в том числе по ОКВЭД Раздел O Государственное управление и обеспечение военной бе;;C276;20
274;Среднемесячная заработная плата работников организаций, в том числе по ОКВЭД Раздел P Образование;;C277;20
275;Среднемесячная заработная плата работников организаций, в том числе по ОКВЭД Раздел Q Деятельность в области здравоохранения и социальных;;C278;20
276;Среднемесячная заработная плата работников организаций, в том числе по ОКВЭД Раздел R Деятельность в области культуры, спорта, организации;;C279;20
310;Прибыль (убыток) до налогообложения отчётного года, Прибыль (убыток) до налогообложения прошлого года, Раздел L Деятельность, операциям с н;;C313;7
40;Население трудоспособного возраста;;C041;13
265;Среднемесячная заработная плата работников организаций, в том числе по ОКВЭД Раздел G Торговля оптовая и розничная/ ремонт автотранспортна;;C268;20
666;Страховые выплаты;;C695;7
748;Матрицы удельного выпуска;;C785;31
749;Матрица удельного потребления;;C786;31
859;Затраты некоммерческих организаций;;C948;7
30;Численность населения 65—69 лет;;C031;13
31;Численность населения 70 лет и старше;;C032;13
763;Рентабельность продаж;;C806;3
765;Удельный объем валовой добавленной стоимости;;C808;39
775;Количество средних и крупных предприятий базовых несырьевых отраслей, вовлеченных в реализацию Нац. Проектов;;C821;4
779;Аварийность в ДТП;;C826;4
372;Финансовый результат убыточных организаций, Раздел N Деятельность административная и сопутствующие дополнительные услуги;;C375;7
691;Объем дефицита-профицита местного бюджета;;C722;7
693;Число детей 7-17 лет;;C724;13
695;Число мест в общеобразовательных организациях;;C726;32
739;Объем экспорта;;C773;7
376;Финансовый результат убыточных организаций, Раздел R Деятельность в области культуры, спорта, организации досуга и развлечений;;C379;7
769;Инвестиции по видам финансирования (долгосрочные и краткосрочные кредиты, долгосрочные и краткосрочные займы, коммерческие кредиты, проч�;;C812;7
242;Фонд заработной платы всех работников организаций, в том числе по ОКВЭД Раздел D Обеспечение электрической энергией, газом и паром/ кондици;;C245;7
328;Дебиторская задолженность, Раздел J Деятельность в области информации и связи;;C331;7
839;Выбросы загрязнающих веществ в воду;;C909;16
860;Изменение основных фондов;;C949;7
865;Добавленная стоимость по тратам;;C954;7
107;Уловлено и обезврежено загрязняющих атмосферу веществ;;C109;16
109;Вывезено за год твердых коммунальных отходов;;C112;17
110;Вывезено на объекты переработки;;C113;17
145;Число источников теплоснабжения мощностью до 3 Гкал/ч;;C148;4
1037;Медиана показателя производительность труда;;C1003;39
186;Число кинотеатров и киноустановок;;C189;4
670;Доходы населения: социальные и другие выплаты;;C699;7
645;Членские взносы (За отчетный год);;C674;7
192;Среднемесячная зар.плата работников муниципальных общеобр. орг.;;C195;20
193;Среднемесячная зар.плата работников муниципальных учреждений культуры и искусства;;C196;20
278;Прибыль (убыток) до налогообложения отчётного года, всего;;C281;7
997;Прирост налоговых отчислений субъектов МСП;Показатель ОЭСР;C1079;2
933;Изменение резервного капитала (Собственные акции, выкупленные у акционеров);;C620;7
934;Изменение резервного капитала (Добавочный капитал);;C621;7
935;Изменение резервного капитала (Резервный капитал);;C622;7
936;Изменение резервного капитала (Нераспределенная прибыль (непокрытый убыток));;C623;7
247;Фонд заработной платы всех работников организаций, в том числе по ОКВЭД Раздел I Деятельность гостиниц и предприятий общественного питани�;;C250;7
773;Амортизационные отчисления;;C816;7
90;Спортивные залы;;C092;4
18;Численность населения 14—15 лет;;C019;13
1042;Финансовая независимость;;C972;39
384;Финансовый результат прибыльных организаций, Раздел F Строительство;;C387;7
311;Прибыль (убыток) до налогообложения отчётного года, Прибыль (убыток) до налогообложения прошлого года, Раздел M Деятельность профессионал�;;C314;7
312;Прибыль (убыток) до налогообложения отчётного года, Прибыль (убыток) до налогообложения прошлого года, Раздел N Деятельность администрати�;;C315;7
987;Общая площадь;Общая площадь объектов;C1069;14
251;Фонд заработной платы всех работников организаций, в том числе по ОКВЭД Раздел M Деятельность профессиональная, научная и техническая;;C254;7
332;Дебиторская задолженность, Раздел N Деятельность административная и сопутствующие дополнительные услуги;;C335;7
252;Фонд заработной платы всех работников организаций, в том числе по ОКВЭД Раздел N Деятельность административная и сопутствующие дополнител;;C255;7
253;Фонд заработной платы всех работников организаций, в том числе по ОКВЭД Раздел O Государственное управление и обеспечение военной безопас�;;C256;7
254;Фонд заработной платы всех работников организаций, в том числе по ОКВЭД Раздел P Образование;;C257;7
255;Фонд заработной платы всех работников организаций, в том числе по ОКВЭД Раздел Q Деятельность в области здравоохранения и социальных услуг;;C258;7
256;Фонд заработной платы всех работников организаций, в том числе по ОКВЭД Раздел R Деятельность в области культуры, спорта, организации досуг;;C259;7
257;Фонд заработной платы всех работников организаций, в том числе по ОКВЭД Раздел S Предоставление прочих видов услуг;;C260;7
259;Среднемесячная заработная плата работников организаций, в том числе по ОКВЭД Раздел А Сельское, лесное хозяйство, охота, рыболовство и рыб�;;C262;20
260;Среднемесячная заработная плата работников организаций, в том числе по ОКВЭД Раздел В Добыча полезных ископаемых;;C263;20
261;Среднемесячная заработная плата работников организаций, в том числе по ОКВЭД Раздел C Обрабатывающие производства;;C264;20
313;Прибыль (убыток) до налогообложения отчётного года, Прибыль (убыток) до налогообложения прошлого года, Раздел O Государственное управлени�;;C316;7
314;Прибыль (убыток) до налогообложения отчётного года, Прибыль (убыток) до налогообложения прошлого года, Раздел P Образование;;C317;7
315;Прибыль (убыток) до налогообложения отчётного года, Прибыль (убыток) до налогообложения прошлого года, Раздел Q Деятельность в области здр�;;C318;7
316;Прибыль (убыток) до налогообложения отчётного года, Прибыль (убыток) до налогообложения прошлого года, Раздел R Деятельность в области кул�;;C319;7
317;Прибыль (убыток) до налогообложения отчётного года, Прибыль (убыток) до налогообложения прошлого года, Раздел S Предоставление прочих видо;;C320;7
319;Дебиторская задолженность, Раздел А Сельское, лесное хозяйство, охота, рыболовство и рыбоводство;;C322;7
321;Дебиторская задолженность, Раздел C Обрабатывающие производства;;C324;7
322;Дебиторская задолженность, Раздел D Обеспечение электрической энергией, газом и паром/ кондиционирование воздуха;;C325;7
333;Дебиторская задолженность, Раздел O Государственное управление и обеспечение военной безопасности/ социальное обеспечение;;C336;7
761;Жилищная обеспеченность (семей);;C803;15
335;Дебиторская задолженность, Раздел Q Деятельность в области здравоохранения и социальных услуг;;C338;7
336;Дебиторская задолженность, Раздел R Деятельность в области культуры, спорта, организации досуга и развлечений;;C339;7
337;Дебиторская задолженность, Раздел S Предоставление прочих видов услуг;;C340;7
339;Кредиторская задолженнось, Раздел А Сельское, лесное хозяйство, охота, рыболовство и рыбоводство;;C342;7
340;Кредиторская задолженнось, Раздел В Добыча,лезных ископаемых;;C343;7
341;Кредиторская задолженнось, Раздел C Обрабатывающие производства;;C344;7
342;Кредиторская задолженнось, Раздел D Обеспечение электрической энергией, газом и паром/ кондиционирование воздуха;;C345;7
344;Кредиторская задолженнось, Раздел F Строительство;;C347;7
345;Кредиторская задолженнось, Раздел G Торговля оптовая и розничная/ ремонт автотранспортных средств и мотоциклов;;C348;7
346;Кредиторская задолженнось, Раздел Н Транспортировка и хранение;;C349;7
347;Кредиторская задолженнось, Раздел I Деятельность гостиниц и предприятий общественного питания;;C350;7
348;Кредиторская задолженнось, Раздел J Деятельность в области информации и связи;;C351;7
363;Финансовый результат убыточных организаций, Раздел Е Водоснабжение/ водоотведение, организация сбора и утилизация отходов, деятельность, ;;C366;7
374;Финансовый результат убыточных организаций, Раздел P Образование;;C377;7
375;Финансовый результат убыточных организаций, Раздел Q Деятельность в области здравоохранения и социальных услуг;;C378;7
382;Финансовый результат прибыльных организаций, Раздел D Обеспечение электрической энергией, газом и паром/ кондиционирование воздуха;;C385;7
383;Финансовый результат прибыльных организаций, Раздел Е Водоснабжение/ водоотведение, организация сбора и утилизация отходов, деятельность;;C386;7
385;Финансовый результат прибыльных организаций, Раздел G Торговля оптовая и розничная/ ремонт автотранспортных средств и мотоциклов;;C388;7
386;Финансовый результат прибыльных организаций, Раздел Н Транспортировка и хранение;;C389;7
387;Финансовый результат прибыльных организаций, Раздел I Деятельность гостиниц и предприятий общественного питания;;C390;7
389;Финансовый результат прибыльных организаций, Раздел K Деятельность финансовая и страховая;;C392;7
390;Финансовый результат прибыльных организаций, Раздел L Деятельность, операциям с недвижимым имуществом;;C393;7
391;Финансовый результат прибыльных организаций, Раздел M Деятельность профессиональная, научная и техническая;;C394;7
392;Финансовый результат прибыльных организаций, Раздел N Деятельность административная и сопутствующие дополнительные услуги;;C395;7
1243;Индекс промышленного проbзводства;;С1303;8
1244;Индекс количества туристов;;C1304;8
395;Финансовый результат прибыльных организаций, Раздел Q Деятельность в области здравоохранения и социальных услуг;;C398;7
396;Финансовый результат прибыльных организаций, Раздел R Деятельность в области культуры, спорта, организации досуга и развлечений;;C399;7
397;Финансовый результат прибыльных организаций, Раздел S Предоставление прочих видов услуг;;C400;7
300;Прибыль (убыток) до налогообложения отчётного года, Прибыль (убыток) до налогообложения прошлого года, Раздел В Добыча,лезных ископаемых;;C303;7
301;Прибыль (убыток) до налогообложения отчётного года, Прибыль (убыток) до налогообложения прошлого года, Раздел C Обрабатывающие производст�;;C304;7
302;Прибыль (убыток) до налогообложения отчётного года, Прибыль (убыток) до налогообложения прошлого года, Раздел D Обеспечение электрической ;;C305;7
304;Прибыль (убыток) до налогообложения отчётного года, Прибыль (убыток) до налогообложения прошлого года, Раздел F Строительство;;C307;7
305;Прибыль (убыток) до налогообложения отчётного года, Прибыль (убыток) до налогообложения прошлого года, Раздел G Торговля оптовая и розничн�;;C308;7
306;Прибыль (убыток) до налогообложения отчётного года, Прибыль (убыток) до налогообложения прошлого года, Раздел Н Транспортировка и хранени�;;C309;7
296;Прибыль (убыток) до налогообложения отчётного года, Раздел R Деятельность в области культуры, спорта, организации досуга и развлечений;;C299;7
297;Прибыль (убыток) до налогообложения отчётного года, Раздел S Предоставление прочих видов услуг;;C300;7
307;Прибыль (убыток) до налогообложения отчётного года, Прибыль (убыток) до налогообложения прошлого года, Раздел I Деятельность гостиниц и пр�;;C310;7
1011;Задолженность. Информация о кредитах, предоставленных физическим лицам - резидентам;Кредиты и сбережения. Данные по состоянию на 01.01. Источник данных http://cbr.ru/statistics/bank_sector/sors/;C1093;7
320;Дебиторская задолженность, Раздел В Добыча,лезных ископаемых;;C323;7
353;Кредиторская задолженнось, Раздел O Государственное управление и обеспечение военной безопасности/ социальное обеспечение;;C356;7
1245;Индекс производства сырой нефти;;С1305;8
481;Прибыль (убыток) от продаж (За аналогичный период предыдущего года);;C486;7
393;Финансовый результат прибыльных организаций, Раздел O Государственное управление и обеспечение военной безопасности/ социальное обеспечение;;C396;7
367;Финансовый результат убыточных организаций, Раздел I Деятельность гостиниц и предприятий общественного питания;;C370;7
377;Финансовый результат убыточных организаций, Раздел S Предоставление прочих видов услуг;;C380;7
285;Прибыль (убыток) до налогообложения отчётного года, Раздел G Торговля оптовая и розничная/ ремонт автотранспортных средств и мотоциклов;;C288;7
286;Прибыль (убыток) до налогообложения отчётного года, Раздел Н Транспортировка и хранение;;C289;7
287;Прибыль (убыток) до налогообложения отчётного года, Раздел I Деятельность гостиниц и предприятий общественного питания;;C290;7
288;Прибыль (убыток) до налогообложения отчётного года, Раздел J Деятельность в области информации и связи;;C291;7
289;Прибыль (убыток) до налогообложения отчётного года, Раздел K Деятельность финансовая и страховая;;C292;7
290;Прибыль (убыток) до налогообложения отчётного года, Раздел L Деятельность, операциям с недвижимым имуществом;;C293;7
292;Прибыль (убыток) до налогообложения отчётного года, Раздел N Деятельность административная и сопутствующие дополнительные услуги;;C295;7
1043;Финансовая стабильность;;C973;39
1044;Финансовая маневренность;;C974;39
308;Прибыль (убыток) до налогообложения отчётного года, Прибыль (убыток) до налогообложения прошлого года, Раздел J Деятельность в области инф�;;C311;7
309;Прибыль (убыток) до налогообложения отчётного года, Прибыль (убыток) до налогообложения прошлого года, Раздел K Деятельность финансовая и �;;C312;7
1007;Задолженность по кредитам, предоставленным юридическим лицам - резидентам и индивидуальным предпринимателям, по ОКВЭД2;Кредиты и сбережения. Данные по состоянию на 01.01. Источник данных http://cbr.ru/statistics/bank_sector/sors/;C1089;7
1047;Удельная обеспеченность рабочими местами;Для пространственной модели агломераций (ВЦ);C1108;54
1048;Равновесная удельная обеспеченность рабочими местами;Для пространственной модели агломераций (ВЦ);C1109;54
1010;Просроченная задолженность. Информация о кредитах, предоставленных юридическим лицам - резидентам и индивидуальным предпринимателям в рублях, иностранной валюте и драгоценных металлах;Кредиты и сбережения. Данные по состоянию на 01.01. Источник данных http://cbr.ru/statistics/bank_sector/sors/;C1092;7
1012;Просроченная задолженность. Информация о кредитах, предоставленных физическим лицам - резидентам;Кредиты и сбережения. Данные по состоянию на 01.01. Источник данных http://cbr.ru/statistics/bank_sector/sors/;C1094;7
1013;Средства клиентов (средства на счетах организаций, депозиты (вклады) и другие привлеченные средства юридических и физических лиц);Кредиты и сбережения. Данные по состоянию на 01.01. Источник данных http://cbr.ru/statistics/bank_sector/sors/;C1095;7
1246;Индекс нефтепереработки;;С1306;8
293;Прибыль (убыток) до налогообложения отчётного года, Раздел O Государственное управление и обеспечение военной безопасности/ социальное обеспечение;;C296;7
1015;Депозиты юридических лиц (без учета средств индивидуальных предпринимателей);Кредиты и сбережения. Данные по состоянию на 01.01. Источник данных http://cbr.ru/statistics/bank_sector/sors/;C1097;7
1016;Вклады (депозиты) и другие привлеченные средства физических лиц (с учетом средств на счетах эскроу);Кредиты и сбережения. Данные по состоянию на 01.01. Источник данных http://cbr.ru/statistics/bank_sector/sors/;C1098;7
1017;Средства индивидуальных предпринимателей;Кредиты и сбережения. Данные по состоянию на 01.01. Источник данных http://cbr.ru/statistics/bank_sector/sors/;C1099;7
66;Расходы городского бюджета, в том числе: Общегосударственные вопросы;;C067;7
108;Количество предприятий по утилизации (переработке) отходов;;C111;4
162;Число больничных коек больниц (круглосуточных стационаров);;C165;4
65;Расходы городского бюджета, в том числе: Бюджетные инвестиции на увеличение стоимости основных средств;;C066;7
63;Доходы городского бюджета, в том числе: Прочие;;C064;7
724;Доля среднесписочной численности работников малых и средних предприятий в среднесписочной численности работников;;C758;3
1049;Эффективная длина транспортной корреспонденции;Для пространственной модели агломераций (ВЦ);C1110;9
1050;Пропускная способность транспортной корреспонденции;Для пространственной модели агломераций (ВЦ);C1111;4
984;Обеспеченность спортивными плоскостными сооружениями (РНГП);;C1066;33
1028;Обеспеченность библиотеками;;C1013;3
1029;Обеспеченность кинотеатрами;;C1014;3
1030;Обеспеченность театрами;;C1015;3
1031;Обеспеченность спортивными залами;;C1016;3
1051;Поток людей транспортной корреспонденции;Для пространственной модели агломераций (ВЦ);C1112;13
1052;Загруженность транспортной корреспонденции;Для пространственной модели агломераций (ВЦ);C1113;4
1053;Стоимость улучшения транспортной корреспонденции;Для пространственной модели агломераций (ВЦ);C1114;7
971;Затраты предприятий (собственные) за исключением импорта и налогов, согласно таблиц затраты-выпуск;;C1049;7
1056;Эффективность вложений инвестиций в прирост среднесписочной численности занятых;Инвестиционные проекты;C1117;
735;Расходы государственного управления на индивидуальные и коллективные товары и услуги;;C769;7
737;Валовое накопление основного капитала/ приобретение за вычетом выбытия ценностей;;C771;7
968;Дефицит мощности;Используется в City Balance модели;C879;7
747;Валовая добавленная стоимость;;C784;7
1018;Остатки  бюджетных средств на счетах, открытых в кредитных организациях в рублях, иностранной валюте и драгоценных металлах (федерального бюджета, бюджетов субъектов Российской Федерации и местных бюджетов, прочих бюджетных средств и средств внебюджетных фондов);Кредиты и сбережения. Данные по состоянию на 01.01. Источник данных http://cbr.ru/statistics/bank_sector/sors/;C1100;7
1019;Остатки средств федерального бюджета на счетах, открытых в кредитных организациях в рублях, иностранной валюте и драгоценных металлах;Кредиты и сбережения. Данные по состоянию на 01.01. Источник данных http://cbr.ru/statistics/bank_sector/sors/;C1101;7
1020;Остатки средств бюджетов субъектов Российской Федерации и местных бюджетов на счетах, открытых в кредитных организациях в рублях, иностранной валюте и драгоценных металлах;Кредиты и сбережения. Данные по состоянию на 01.01. Источник данных http://cbr.ru/statistics/bank_sector/sors/;C1102;7
